Phone timestamp;HR [bpm]
2022-05-09T16:08:34.768;79
2022-05-09T16:08:35.789;79
2022-05-09T16:08:36.766;79
2022-05-09T16:08:37.792;79
2022-05-09T16:08:38.767;80
2022-05-09T16:08:39.789;80
2022-05-09T16:08:40.831;80
2022-05-09T16:08:41.787;80
2022-05-09T16:08:42.813;80
2022-05-09T16:08:43.785;80
2022-05-09T16:08:44.809;80
2022-05-09T16:08:45.783;80
2022-05-09T16:08:46.809;80
2022-05-09T16:08:47.786;80
2022-05-09T16:08:48.808;80
2022-05-09T16:08:49.831;80
2022-05-09T16:08:50.853;80
2022-05-09T16:08:51.821;80
2022-05-09T16:08:52.804;80
2022-05-09T16:08:53.782;80
2022-05-09T16:08:54.806;79
2022-05-09T16:08:55.779;79
2022-05-09T16:08:56.939;79
2022-05-09T16:08:57.828;79
2022-05-09T16:08:58.848;79
2022-05-09T16:08:59.776;79
2022-05-09T16:09:00.899;79
2022-05-09T16:09:01.862;79
2022-05-09T16:09:02.885;79
2022-05-09T16:09:03.775;79
2022-05-09T16:09:04.799;79
2022-05-09T16:09:05.822;79
2022-05-09T16:09:06.845;79
2022-05-09T16:09:07.795;79
2022-05-09T16:09:08.795;79
2022-05-09T16:09:09.770;79
2022-05-09T16:09:10.796;79
2022-05-09T16:09:11.769;79
2022-05-09T16:09:12.825;79
2022-05-09T16:09:13.773;79
2022-05-09T16:09:14.791;80
2022-05-09T16:09:15.819;80
2022-05-09T16:09:16.789;80
2022-05-09T16:09:17.764;80
2022-05-09T16:09:18.826;80
2022-05-09T16:09:19.764;80
2022-05-09T16:09:20.788;80
2022-05-09T16:09:21.806;81
2022-05-09T16:09:22.786;81
2022-05-09T16:09:23.809;81
2022-05-09T16:09:24.787;81
2022-05-09T16:09:25.809;80
2022-05-09T16:09:26.784;81
2022-05-09T16:09:27.807;81
2022-05-09T16:09:28.780;81
2022-05-09T16:09:29.904;81
2022-05-09T16:09:30.873;81
2022-05-09T16:09:31.807;81
2022-05-09T16:09:32.782;81
2022-05-09T16:09:33.804;81
2022-05-09T16:09:34.864;81
2022-05-09T16:09:35.806;81
2022-05-09T16:09:36.779;81
2022-05-09T16:09:37.801;81
2022-05-09T16:09:38.777;81
2022-05-09T16:09:39.821;81
2022-05-09T16:09:40.775;81
2022-05-09T16:09:41.800;81
2022-05-09T16:09:42.776;81
2022-05-09T16:09:43.797;82
2022-05-09T16:09:44.783;82
2022-05-09T16:09:45.795;82
2022-05-09T16:09:46.774;82
2022-05-09T16:09:47.844;82
2022-05-09T16:09:48.869;81
2022-05-09T16:09:49.795;81
2022-05-09T16:09:50.807;81
2022-05-09T16:09:51.793;81
2022-05-09T16:09:52.769;81
2022-05-09T16:09:53.791;81
2022-05-09T16:09:54.767;81
2022-05-09T16:09:55.792;80
2022-05-09T16:09:56.862;80
2022-05-09T16:09:57.791;80
2022-05-09T16:09:58.762;80
2022-05-09T16:09:59.787;79
2022-05-09T16:10:00.813;79
2022-05-09T16:10:01.784;79
2022-05-09T16:10:02.812;79
2022-05-09T16:10:03.885;79
2022-05-09T16:10:04.809;79
2022-05-09T16:10:05.786;79
2022-05-09T16:10:06.856;79
2022-05-09T16:10:07.928;80
2022-05-09T16:10:08.806;80
2022-05-09T16:10:09.784;80
2022-05-09T16:10:10.806;80
2022-05-09T16:10:11.780;81
2022-05-09T16:10:12.811;81
2022-05-09T16:10:13.779;81
2022-05-09T16:10:14.805;81
2022-05-09T16:10:15.778;81
2022-05-09T16:10:16.816;81
2022-05-09T16:10:17.775;81
2022-05-09T16:10:18.803;82
2022-05-09T16:10:19.776;82
2022-05-09T16:10:20.801;82
2022-05-09T16:10:21.836;82
2022-05-09T16:10:22.799;82
2022-05-09T16:10:23.824;81
2022-05-09T16:10:24.796;81
2022-05-09T16:10:25.773;81
2022-05-09T16:10:26.798;81
2022-05-09T16:10:27.769;80
2022-05-09T16:10:28.882;81
2022-05-09T16:10:29.769;81
2022-05-09T16:10:30.804;80
2022-05-09T16:10:31.768;80
2022-05-09T16:10:32.793;81
2022-05-09T16:10:33.803;80
2022-05-09T16:10:34.818;80
2022-05-09T16:10:35.765;80
2022-05-09T16:10:36.789;80
2022-05-09T16:10:37.765;80
2022-05-09T16:10:38.790;80
2022-05-09T16:10:39.872;80
2022-05-09T16:10:40.788;80
2022-05-09T16:10:41.812;80
2022-05-09T16:10:42.785;79
2022-05-09T16:10:43.809;79
2022-05-09T16:10:44.873;79
2022-05-09T16:10:45.857;79
2022-05-09T16:10:46.784;78
2022-05-09T16:10:47.809;78
2022-05-09T16:10:48.781;78
2022-05-09T16:10:49.804;78
2022-05-09T16:10:50.823;78
2022-05-09T16:10:51.806;78
2022-05-09T16:10:52.830;78
2022-05-09T16:10:53.850;78
2022-05-09T16:10:54.777;77
2022-05-09T16:10:55.842;77
2022-05-09T16:10:56.778;77
2022-05-09T16:10:57.801;77
2022-05-09T16:10:58.838;77
2022-05-09T16:10:59.801;76
2022-05-09T16:11:00.773;76
2022-05-09T16:11:01.839;77
2022-05-09T16:11:02.837;77
2022-05-09T16:11:03.796;77
2022-05-09T16:11:04.772;77
2022-05-09T16:11:05.892;78
2022-05-09T16:11:06.861;78
2022-05-09T16:11:07.857;78
2022-05-09T16:11:08.769;78
2022-05-09T16:11:09.844;79
2022-05-09T16:11:10.770;79
2022-05-09T16:11:11.790;78
2022-05-09T16:11:12.769;78
2022-05-09T16:11:13.793;78
2022-05-09T16:11:14.766;77
2022-05-09T16:11:15.790;78
2022-05-09T16:11:16.813;78
2022-05-09T16:11:17.786;78
2022-05-09T16:11:18.764;78
2022-05-09T16:11:19.787;79
2022-05-09T16:11:20.810;79
2022-05-09T16:11:21.788;79
2022-05-09T16:11:22.800;79
2022-05-09T16:11:23.787;79
2022-05-09T16:11:24.856;79
2022-05-09T16:11:25.797;79
2022-05-09T16:11:26.808;79
2022-05-09T16:11:27.781;80
2022-05-09T16:11:28.843;80
2022-05-09T16:11:29.778;80
2022-05-09T16:11:30.850;80
2022-05-09T16:11:31.780;80
2022-05-09T16:11:32.803;80
2022-05-09T16:11:33.808;80
2022-05-09T16:11:34.801;80
2022-05-09T16:11:35.778;80
2022-05-09T16:11:36.802;79
2022-05-09T16:11:37.775;79
2022-05-09T16:11:38.801;79
2022-05-09T16:11:39.855;79
2022-05-09T16:11:40.848;79
2022-05-09T16:11:41.775;79
2022-05-09T16:11:42.797;80
2022-05-09T16:11:43.823;82
2022-05-09T16:11:44.794;83
2022-05-09T16:11:45.771;84
2022-05-09T16:11:46.794;85
2022-05-09T16:11:47.820;86
2022-05-09T16:11:48.843;88
2022-05-09T16:11:49.765;91
2022-05-09T16:11:50.792;92
2022-05-09T16:11:51.766;95
2022-05-09T16:11:52.791;96
2022-05-09T16:11:53.766;96
2022-05-09T16:11:54.791;96
2022-05-09T16:11:55.803;96
2022-05-09T16:11:56.788;97
2022-05-09T16:11:57.776;99
2022-05-09T16:11:58.786;101
2022-05-09T16:11:59.811;102
2022-05-09T16:12:00.785;103
2022-05-09T16:12:01.811;104
2022-05-09T16:12:02.807;104
2022-05-09T16:12:03.808;102
2022-05-09T16:12:04.785;101
2022-05-09T16:12:05.807;97
2022-05-09T16:12:06.810;96
2022-05-09T16:12:07.806;95
2022-05-09T16:12:08.780;95
2022-05-09T16:12:09.805;94
2022-05-09T16:12:10.781;94
2022-05-09T16:12:11.814;93
2022-05-09T16:12:12.779;92
2022-05-09T16:12:13.803;92
2022-05-09T16:12:14.776;93
2022-05-09T16:12:15.801;93
2022-05-09T16:12:16.826;94
2022-05-09T16:12:17.840;95
2022-05-09T16:12:18.822;96
2022-05-09T16:12:19.797;97
