Phone timestamp;RR-interval [ms]
2022-05-09T22:48:57.210;563
2022-05-09T22:48:57.773;557
2022-05-09T22:48:58.330;545
2022-05-09T22:48:58.875;536
2022-05-09T22:48:59.411;541
2022-05-09T22:48:59.952;548
2022-05-09T22:49:00.500;559
2022-05-09T22:49:01.059;583
2022-05-09T22:49:01.642;588
2022-05-09T22:49:02.230;573
2022-05-09T22:49:02.803;577
2022-05-09T22:49:03.380;582
2022-05-09T22:49:03.962;589
2022-05-09T22:49:04.551;598
2022-05-09T22:49:05.149;600
2022-05-09T22:49:05.749;571
2022-05-09T22:49:06.320;559
2022-05-09T22:49:06.879;562
2022-05-09T22:49:07.441;561
2022-05-09T22:49:08.002;563
2022-05-09T22:49:08.565;559
2022-05-09T22:49:09.124;546
2022-05-09T22:49:09.670;541
2022-05-09T22:49:10.211;547
2022-05-09T22:49:10.758;551
2022-05-09T22:49:11.309;562
2022-05-09T22:49:11.871;582
2022-05-09T22:49:12.453;577
2022-05-09T22:49:13.030;563
2022-05-09T22:49:13.593;564
2022-05-09T22:49:14.157;572
2022-05-09T22:49:14.729;577
2022-05-09T22:49:15.306;581
2022-05-09T22:49:15.887;577
2022-05-09T22:49:16.464;555
2022-05-09T22:49:17.019;549
2022-05-09T22:49:17.568;549
2022-05-09T22:49:18.117;550
2022-05-09T22:49:18.667;552
2022-05-09T22:49:19.219;554
2022-05-09T22:49:19.773;550
2022-05-09T22:49:20.323;543
2022-05-09T22:49:20.866;542
2022-05-09T22:49:21.408;550
2022-05-09T22:49:21.958;557
2022-05-09T22:49:22.515;570
2022-05-09T22:49:23.085;580
2022-05-09T22:49:23.665;557
2022-05-09T22:49:24.222;555
2022-05-09T22:49:24.777;562
2022-05-09T22:49:25.339;559
2022-05-09T22:49:25.898;568
2022-05-09T22:49:26.466;567
2022-05-09T22:49:27.033;546
2022-05-09T22:49:27.579;544
2022-05-09T22:49:28.123;549
2022-05-09T22:49:28.672;547
2022-05-09T22:49:29.219;552
2022-05-09T22:49:29.771;552
2022-05-09T22:49:30.323;542
2022-05-09T22:49:30.865;541
2022-05-09T22:49:31.406;550
2022-05-09T22:49:31.956;552
2022-05-09T22:49:32.508;563
2022-05-09T22:49:33.071;563
2022-05-09T22:49:33.634;549
2022-05-09T22:49:34.183;555
2022-05-09T22:49:34.738;561
2022-05-09T22:49:35.299;573
2022-05-09T22:49:35.872;578
2022-05-09T22:49:36.450;573
2022-05-09T22:49:37.023;554
2022-05-09T22:49:37.577;563
2022-05-09T22:49:38.140;559
2022-05-09T22:49:38.699;559
2022-05-09T22:49:39.258;558
2022-05-09T22:49:39.816;545
2022-05-09T22:49:40.361;543
2022-05-09T22:49:40.904;546
2022-05-09T22:49:41.450;548
2022-05-09T22:49:41.998;553
2022-05-09T22:49:42.551;552
2022-05-09T22:49:43.103;547
2022-05-09T22:49:43.650;537
2022-05-09T22:49:44.187;539
2022-05-09T22:49:44.726;544
2022-05-09T22:49:45.270;551
2022-05-09T22:49:45.821;556
2022-05-09T22:49:46.377;554
2022-05-09T22:49:46.931;541
2022-05-09T22:49:47.472;540
2022-05-09T22:49:48.012;542
2022-05-09T22:49:48.554;550
2022-05-09T22:49:49.104;557
2022-05-09T22:49:49.661;558
2022-05-09T22:49:50.219;547
2022-05-09T22:49:50.766;550
2022-05-09T22:49:51.316;560
2022-05-09T22:49:51.876;561
2022-05-09T22:49:52.437;578
2022-05-09T22:49:53.015;576
2022-05-09T22:49:53.591;563
2022-05-09T22:49:54.154;551
2022-05-09T22:49:54.705;554
2022-05-09T22:49:55.259;552
2022-05-09T22:49:55.811;554
2022-05-09T22:49:56.365;553
2022-05-09T22:49:56.918;552
2022-05-09T22:49:57.470;538
2022-05-09T22:49:58.008;536
2022-05-09T22:49:58.544;539
2022-05-09T22:49:59.083;538
2022-05-09T22:49:59.621;544
2022-05-09T22:50:00.165;555
2022-05-09T22:50:00.720;548
2022-05-09T22:50:01.268;540
2022-05-09T22:50:01.808;545
2022-05-09T22:50:02.353;553
2022-05-09T22:50:02.906;561
2022-05-09T22:50:03.467;571
2022-05-09T22:50:04.038;565
2022-05-09T22:50:04.603;549
2022-05-09T22:50:05.152;552
2022-05-09T22:50:05.704;550
2022-05-09T22:50:06.254;550
2022-05-09T22:50:06.804;552
2022-05-09T22:50:07.356;541
2022-05-09T22:50:07.897;532
2022-05-09T22:50:08.429;537
2022-05-09T22:50:08.966;542
2022-05-09T22:50:09.508;553
2022-05-09T22:50:10.061;561
2022-05-09T22:50:10.622;553
2022-05-09T22:50:11.175;556
2022-05-09T22:50:11.731;571
2022-05-09T22:50:12.302;577
2022-05-09T22:50:12.879;584
2022-05-09T22:50:13.463;587
2022-05-09T22:50:14.050;563
2022-05-09T22:50:14.613;558
2022-05-09T22:50:15.171;562
2022-05-09T22:50:15.733;560
2022-05-09T22:50:16.293;556
2022-05-09T22:50:16.849;550
2022-05-09T22:50:17.399;537
2022-05-09T22:50:17.936;529
2022-05-09T22:50:18.465;532
2022-05-09T22:50:18.997;531
2022-05-09T22:50:19.528;542
2022-05-09T22:50:20.070;550
2022-05-09T22:50:20.620;560
2022-05-09T22:50:21.180;546
2022-05-09T22:50:21.726;558
2022-05-09T22:50:22.284;560
2022-05-09T22:50:22.844;573
2022-05-09T22:50:23.417;582
2022-05-09T22:50:23.999;562
2022-05-09T22:50:24.561;553
2022-05-09T22:50:25.114;559
2022-05-09T22:50:25.673;556
2022-05-09T22:50:26.229;551
2022-05-09T22:50:26.780;552
2022-05-09T22:50:27.332;535
2022-05-09T22:50:27.867;535
2022-05-09T22:50:28.402;541
2022-05-09T22:50:28.943;541
2022-05-09T22:50:29.484;550
2022-05-09T22:50:30.034;560
2022-05-09T22:50:30.594;554
2022-05-09T22:50:31.148;554
2022-05-09T22:50:31.702;565
2022-05-09T22:50:32.267;568
2022-05-09T22:50:32.835;577
2022-05-09T22:50:33.412;577
2022-05-09T22:50:33.989;560
2022-05-09T22:50:34.549;556
2022-05-09T22:50:35.105;555
2022-05-09T22:50:35.660;552
2022-05-09T22:50:36.212;546
2022-05-09T22:50:36.758;537
2022-05-09T22:50:37.295;526
2022-05-09T22:50:37.821;528
2022-05-09T22:50:38.349;531
2022-05-09T22:50:38.880;537
2022-05-09T22:50:39.417;562
2022-05-09T22:50:39.979;588
2022-05-09T22:50:40.567;586
2022-05-09T22:50:41.153;591
2022-05-09T22:50:41.744;603
2022-05-09T22:50:42.347;619
2022-05-09T22:50:42.966;625
2022-05-09T22:50:43.591;598
2022-05-09T22:50:44.189;577
2022-05-09T22:50:44.766;583
2022-05-09T22:50:45.349;574
2022-05-09T22:50:45.923;572
2022-05-09T22:50:46.495;558
2022-05-09T22:50:47.053;545
2022-05-09T22:50:47.598;549
2022-05-09T22:50:48.147;549
2022-05-09T22:50:48.696;551
2022-05-09T22:50:49.247;555
2022-05-09T22:50:49.802;544
2022-05-09T22:50:50.346;537
2022-05-09T22:50:50.883;545
2022-05-09T22:50:51.428;546
2022-05-09T22:50:51.974;557
2022-05-09T22:50:52.531;561
2022-05-09T22:50:53.092;560
2022-05-09T22:50:53.652;542
2022-05-09T22:50:54.194;549
2022-05-09T22:50:54.743;552
2022-05-09T22:50:55.295;556
2022-05-09T22:50:55.851;557
2022-05-09T22:50:56.408;549
2022-05-09T22:50:56.957;540
2022-05-09T22:50:57.497;551
2022-05-09T22:50:58.048;550
2022-05-09T22:50:58.598;562
2022-05-09T22:50:59.160;565
2022-05-09T22:50:59.725;548
2022-05-09T22:51:00.273;550
2022-05-09T22:51:00.823;551
2022-05-09T22:51:01.374;552
2022-05-09T22:51:01.926;560
2022-05-09T22:51:02.486;553
2022-05-09T22:51:03.039;547
2022-05-09T22:51:03.586;550
2022-05-09T22:51:04.136;553
2022-05-09T22:51:04.689;554
2022-05-09T22:51:05.243;559
2022-05-09T22:51:05.802;546
2022-05-09T22:51:06.348;541
2022-05-09T22:51:06.889;550
2022-05-09T22:51:07.439;546
2022-05-09T22:51:07.985;560
2022-05-09T22:51:08.545;563
2022-05-09T22:51:09.108;558
2022-05-09T22:51:09.666;566
2022-05-09T22:51:10.232;570
2022-05-09T22:51:10.802;579
2022-05-09T22:51:11.381;574
2022-05-09T22:51:11.955;563
2022-05-09T22:51:12.518;563
2022-05-09T22:51:13.081;563
2022-05-09T22:51:13.644;563
2022-05-09T22:51:14.207;561
2022-05-09T22:51:14.768;544
2022-05-09T22:51:15.312;542
2022-05-09T22:51:15.854;541
2022-05-09T22:51:16.395;543
2022-05-09T22:51:16.938;539
2022-05-09T22:51:17.477;533
2022-05-09T22:51:18.010;530
2022-05-09T22:51:18.540;538
2022-05-09T22:51:19.078;540
2022-05-09T22:51:19.618;560
2022-05-09T22:51:20.178;572
2022-05-09T22:51:20.750;575
2022-05-09T22:51:21.325;558
2022-05-09T22:51:21.883;567
2022-05-09T22:51:22.450;565
2022-05-09T22:51:23.015;581
2022-05-09T22:51:23.596;570
2022-05-09T22:51:24.166;554
2022-05-09T22:51:24.720;555
2022-05-09T22:51:25.275;557
2022-05-09T22:51:25.832;559
2022-05-09T22:51:26.391;552
2022-05-09T22:51:26.943;538
2022-05-09T22:51:27.481;538
2022-05-09T22:51:28.019;540
2022-05-09T22:51:28.559;541
2022-05-09T22:51:29.100;546
2022-05-09T22:51:29.646;539
2022-05-09T22:51:30.185;538
2022-05-09T22:51:30.723;544
2022-05-09T22:51:31.267;545
2022-05-09T22:51:31.812;560
2022-05-09T22:51:32.372;560
2022-05-09T22:51:32.932;547
2022-05-09T22:51:33.479;549
2022-05-09T22:51:34.028;559
2022-05-09T22:51:34.587;564
2022-05-09T22:51:35.151;571
2022-05-09T22:51:35.722;566
2022-05-09T22:51:36.288;548
2022-05-09T22:51:36.836;548
2022-05-09T22:51:37.384;550
2022-05-09T22:51:37.934;547
2022-05-09T22:51:38.481;554
2022-05-09T22:51:39.035;554
2022-05-09T22:51:39.589;544
2022-05-09T22:51:40.133;537
2022-05-09T22:51:40.670;537
2022-05-09T22:51:41.207;545
2022-05-09T22:51:41.752;552
2022-05-09T22:51:42.304;567
2022-05-09T22:51:42.871;576
2022-05-09T22:51:43.447;559
2022-05-09T22:51:44.006;564
2022-05-09T22:51:44.570;573
2022-05-09T22:51:45.143;577
2022-05-09T22:51:45.720;587
2022-05-09T22:51:46.307;572
2022-05-09T22:51:46.879;552
2022-05-09T22:51:47.431;552
2022-05-09T22:51:47.983;554
2022-05-09T22:51:48.537;553
2022-05-09T22:51:49.090;552
2022-05-09T22:51:49.642;542
2022-05-09T22:51:50.184;542
2022-05-09T22:51:50.726;548
2022-05-09T22:51:51.274;553
2022-05-09T22:51:51.827;568
2022-05-09T22:51:52.395;582
2022-05-09T22:51:52.977;562
2022-05-09T22:51:53.539;561
2022-05-09T22:51:54.100;566
2022-05-09T22:51:54.666;568
2022-05-09T22:51:55.234;570
2022-05-09T22:51:55.804;572
2022-05-09T22:51:56.376;551
2022-05-09T22:51:56.927;552
2022-05-09T22:51:57.479;552
2022-05-09T22:51:58.031;551
2022-05-09T22:51:58.582;554
2022-05-09T22:51:59.136;551
2022-05-09T22:51:59.687;542
2022-05-09T22:52:00.229;544
2022-05-09T22:52:00.773;551
2022-05-09T22:52:01.324;553
2022-05-09T22:52:01.877;562
2022-05-09T22:52:02.439;561
2022-05-09T22:52:03.000;544
2022-05-09T22:52:03.544;547
2022-05-09T22:52:04.091;547
2022-05-09T22:52:04.638;552
2022-05-09T22:52:05.190;551
2022-05-09T22:52:05.741;542
2022-05-09T22:52:06.283;536
2022-05-09T22:52:06.819;544
2022-05-09T22:52:07.363;545
2022-05-09T22:52:07.908;560
2022-05-09T22:52:08.468;566
2022-05-09T22:52:09.034;555
2022-05-09T22:52:09.589;553
2022-05-09T22:52:10.142;560
2022-05-09T22:52:10.702;562
2022-05-09T22:52:11.264;566
2022-05-09T22:52:11.830;569
2022-05-09T22:52:12.399;549
2022-05-09T22:52:12.948;553
2022-05-09T22:52:13.501;551
2022-05-09T22:52:14.052;556
2022-05-09T22:52:14.608;554
2022-05-09T22:52:15.162;545
2022-05-09T22:52:15.707;539
2022-05-09T22:52:16.246;546
2022-05-09T22:52:16.792;545
2022-05-09T22:52:17.337;551
2022-05-09T22:52:17.888;557
2022-05-09T22:52:18.445;547
2022-05-09T22:52:18.992;544
2022-05-09T22:52:19.536;554
2022-05-09T22:52:20.090;562
2022-05-09T22:52:20.652;570
2022-05-09T22:52:21.222;582
2022-05-09T22:52:21.804;565
2022-05-09T22:52:22.369;556
2022-05-09T22:52:22.925;563
2022-05-09T22:52:23.488;559
2022-05-09T22:52:24.047;558
2022-05-09T22:52:24.605;555
2022-05-09T22:52:25.160;543
2022-05-09T22:52:25.703;546
2022-05-09T22:52:26.249;552
2022-05-09T22:52:26.801;558
2022-05-09T22:52:27.359;569
2022-05-09T22:52:27.928;565
2022-05-09T22:52:28.493;553
2022-05-09T22:52:29.046;559
2022-05-09T22:52:29.605;564
2022-05-09T22:52:30.169;573
2022-05-09T22:52:30.742;576
2022-05-09T22:52:31.318;566
2022-05-09T22:52:31.884;554
2022-05-09T22:52:32.438;557
2022-05-09T22:52:32.995;560
2022-05-09T22:52:33.555;563
2022-05-09T22:52:34.118;559
2022-05-09T22:52:34.677;556
2022-05-09T22:52:35.233;550
2022-05-09T22:52:35.783;553
2022-05-09T22:52:36.336;553
2022-05-09T22:52:36.889;555
2022-05-09T22:52:37.444;552
2022-05-09T22:52:37.996;543
2022-05-09T22:52:38.539;549
2022-05-09T22:52:39.088;560
2022-05-09T22:52:39.648;571
2022-05-09T22:52:40.219;597
2022-05-09T22:52:40.816;599
2022-05-09T22:52:41.415;573
2022-05-09T22:52:41.988;575
2022-05-09T22:52:42.563;580
2022-05-09T22:52:43.143;575
2022-05-09T22:52:43.718;577
2022-05-09T22:52:44.295;568
2022-05-09T22:52:44.863;553
2022-05-09T22:52:45.416;551
2022-05-09T22:52:45.967;552
2022-05-09T22:52:46.519;552
2022-05-09T22:52:47.071;551
2022-05-09T22:52:47.622;550
2022-05-09T22:52:48.172;538
2022-05-09T22:52:48.710;542
2022-05-09T22:52:49.252;546
2022-05-09T22:52:49.798;558
2022-05-09T22:52:50.356;574
2022-05-09T22:52:50.930;575
2022-05-09T22:52:51.505;558
2022-05-09T22:52:52.063;567
2022-05-09T22:52:52.630;565
2022-05-09T22:52:53.195;572
2022-05-09T22:52:53.767;574
2022-05-09T22:52:54.341;555
2022-05-09T22:52:54.896;557
2022-05-09T22:52:55.453;558
2022-05-09T22:52:56.011;556
2022-05-09T22:52:56.567;556
2022-05-09T22:52:57.123;556
2022-05-09T22:52:57.679;541
2022-05-09T22:52:58.220;541
2022-05-09T22:52:58.761;549
2022-05-09T22:52:59.310;553
2022-05-09T22:52:59.863;564
2022-05-09T22:53:00.427;580
2022-05-09T22:53:01.007;561
2022-05-09T22:53:01.568;558
2022-05-09T22:53:02.126;565
2022-05-09T22:53:02.691;563
2022-05-09T22:53:03.254;567
2022-05-09T22:53:03.821;567
2022-05-09T22:53:04.388;553
2022-05-09T22:53:04.941;550
2022-05-09T22:53:05.491;553
2022-05-09T22:53:06.044;549
2022-05-09T22:53:06.593;553
2022-05-09T22:53:07.146;551
2022-05-09T22:53:07.697;556
2022-05-09T22:53:08.253;539
2022-05-09T22:53:08.792;540
2022-05-09T22:53:09.332;545
2022-05-09T22:53:09.877;550
2022-05-09T22:53:10.427;557
2022-05-09T22:53:10.984;563
2022-05-09T22:53:11.547;548
2022-05-09T22:53:12.095;553
2022-05-09T22:53:12.648;560
2022-05-09T22:53:13.208;563
2022-05-09T22:53:13.771;564
2022-05-09T22:53:14.335;557
2022-05-09T22:53:14.892;544
2022-05-09T22:53:15.436;543
2022-05-09T22:53:15.979;547
2022-05-09T22:53:16.526;549
2022-05-09T22:53:17.075;548
2022-05-09T22:53:17.623;547
2022-05-09T22:53:18.170;535
2022-05-09T22:53:18.705;537
2022-05-09T22:53:19.242;543
2022-05-09T22:53:19.785;534
2022-05-09T22:53:20.319;533
2022-05-09T22:53:20.852;543
2022-05-09T22:53:21.395;563
2022-05-09T22:53:21.958;563
2022-05-09T22:53:22.521;563
2022-05-09T22:53:23.084;553
2022-05-09T22:53:23.637;546
2022-05-09T22:53:24.183;547
2022-05-09T22:53:24.730;550
2022-05-09T22:53:25.280;551
2022-05-09T22:53:25.831;552
2022-05-09T22:53:26.383;557
2022-05-09T22:53:26.940;554
2022-05-09T22:53:27.494;549
2022-05-09T22:53:28.043;542
2022-05-09T22:53:28.585;542
2022-05-09T22:53:29.127;543
2022-05-09T22:53:29.670;538
2022-05-09T22:53:30.208;541
2022-05-09T22:53:30.749;540
2022-05-09T22:53:31.289;543
2022-05-09T22:53:31.832;543
2022-05-09T22:53:32.375;532
2022-05-09T22:53:32.907;525
2022-05-09T22:53:33.432;520
2022-05-09T22:53:33.952;520
2022-05-09T22:53:34.472;518
2022-05-09T22:53:34.990;517
2022-05-09T22:53:35.507;532
2022-05-09T22:53:36.039;533
2022-05-09T22:53:36.572;529
2022-05-09T22:53:37.101;524
2022-05-09T22:53:37.625;523
2022-05-09T22:53:38.148;520
2022-05-09T22:53:38.668;521
2022-05-09T22:53:39.189;513
2022-05-09T22:53:39.702;511
2022-05-09T22:53:40.213;506
2022-05-09T22:53:40.719;502
2022-05-09T22:53:41.221;495
2022-05-09T22:53:41.716;485
2022-05-09T22:53:42.201;483
2022-05-09T22:53:42.684;485
2022-05-09T22:53:43.169;483
2022-05-09T22:53:43.652;478
2022-05-09T22:53:44.130;474
2022-05-09T22:53:44.604;471
2022-05-09T22:53:45.075;473
2022-05-09T22:53:45.548;470
2022-05-09T22:53:46.018;466
2022-05-09T22:53:46.484;466
2022-05-09T22:53:46.950;471
2022-05-09T22:53:47.421;469
2022-05-09T22:53:47.890;476
2022-05-09T22:53:48.366;486
2022-05-09T22:53:48.852;491
2022-05-09T22:53:49.343;498
2022-05-09T22:53:49.841;514
2022-05-09T22:53:50.355;523
2022-05-09T22:53:50.878;564
2022-05-09T22:53:51.442;549
2022-05-09T22:53:51.991;522
2022-05-09T22:53:52.513;513
2022-05-09T22:53:53.026;511
2022-05-09T22:53:53.537;507
2022-05-09T22:53:54.044;501
2022-05-09T22:53:54.545;498
2022-05-09T22:53:55.043;503
2022-05-09T22:53:55.546;501
2022-05-09T22:53:56.047;495
2022-05-09T22:53:56.542;492
2022-05-09T22:53:57.034;517
2022-05-09T22:53:57.551;462
2022-05-09T22:53:58.013;486
2022-05-09T22:53:58.499;482
2022-05-09T22:53:58.981;481
2022-05-09T22:53:59.462;477
2022-05-09T22:53:59.939;475
2022-05-09T22:54:00.414;473
2022-05-09T22:54:00.887;472
2022-05-09T22:54:01.359;471
2022-05-09T22:54:01.830;469
2022-05-09T22:54:02.299;469
2022-05-09T22:54:02.768;471
2022-05-09T22:54:03.239;577
