Phone timestamp;HR [bpm]
2022-05-09T22:49:36.663;106
2022-05-09T22:49:37.662;107
2022-05-09T22:49:38.664;107
2022-05-09T22:49:39.664;107
2022-05-09T22:49:40.686;108
2022-05-09T22:49:41.663;109
2022-05-09T22:49:42.662;109
2022-05-09T22:49:43.666;109
2022-05-09T22:49:44.663;110
2022-05-09T22:49:45.664;110
2022-05-09T22:49:46.664;109
2022-05-09T22:49:47.664;110
2022-05-09T22:49:48.714;110
2022-05-09T22:49:49.662;109
2022-05-09T22:49:50.664;109
2022-05-09T22:49:51.664;109
2022-05-09T22:49:52.664;108
2022-05-09T22:49:53.663;107
2022-05-09T22:49:54.664;107
2022-05-09T22:49:55.664;108
2022-05-09T22:49:56.714;108
2022-05-09T22:49:57.663;109
2022-05-09T22:49:58.663;110
2022-05-09T22:49:59.693;110
2022-05-09T22:50:00.664;110
2022-05-09T22:50:01.662;110
2022-05-09T22:50:02.662;110
2022-05-09T22:50:03.666;109
2022-05-09T22:50:04.713;108
2022-05-09T22:50:05.666;108
2022-05-09T22:50:06.664;109
2022-05-09T22:50:07.715;109
2022-05-09T22:50:08.715;110
2022-05-09T22:50:09.664;110
2022-05-09T22:50:10.689;109
2022-05-09T22:50:11.664;109
2022-05-09T22:50:12.702;108
2022-05-09T22:50:13.664;106
2022-05-09T22:50:14.663;106
2022-05-09T22:50:15.664;106
2022-05-09T22:50:16.665;107
2022-05-09T22:50:17.666;108
2022-05-09T22:50:18.664;110
2022-05-09T22:50:19.663;111
2022-05-09T22:50:20.664;110
2022-05-09T22:50:21.715;109
2022-05-09T22:50:22.664;109
2022-05-09T22:50:23.664;108
2022-05-09T22:50:24.664;107
2022-05-09T22:50:25.664;107
2022-05-09T22:50:26.664;108
2022-05-09T22:50:27.666;108
2022-05-09T22:50:28.664;110
2022-05-09T22:50:29.664;110
2022-05-09T22:50:30.663;109
2022-05-09T22:50:31.662;109
2022-05-09T22:50:32.665;108
2022-05-09T22:50:33.664;107
2022-05-09T22:50:34.664;107
2022-05-09T22:50:35.661;107
2022-05-09T22:50:36.664;108
2022-05-09T22:50:37.714;110
2022-05-09T22:50:38.663;111
2022-05-09T22:50:39.664;111
2022-05-09T22:50:40.666;108
2022-05-09T22:50:41.664;107
2022-05-09T22:50:42.661;104
2022-05-09T22:50:43.666;102
2022-05-09T22:50:44.662;102
2022-05-09T22:50:45.664;102
2022-05-09T22:50:46.664;104
2022-05-09T22:50:47.664;106
2022-05-09T22:50:48.663;107
2022-05-09T22:50:49.667;108
2022-05-09T22:50:50.664;108
2022-05-09T22:50:51.664;109
2022-05-09T22:50:52.665;109
2022-05-09T22:50:53.662;109
2022-05-09T22:50:54.716;109
2022-05-09T22:50:55.664;109
2022-05-09T22:50:56.664;109
2022-05-09T22:50:57.664;109
2022-05-09T22:50:58.662;109
2022-05-09T22:50:59.694;108
2022-05-09T22:51:00.717;109
2022-05-09T22:51:01.664;109
2022-05-09T22:51:02.662;108
2022-05-09T22:51:03.664;109
2022-05-09T22:51:04.663;109
2022-05-09T22:51:05.665;109
2022-05-09T22:51:06.663;109
2022-05-09T22:51:07.664;109
2022-05-09T22:51:08.663;109
2022-05-09T22:51:09.664;108
2022-05-09T22:51:10.716;108
2022-05-09T22:51:11.664;106
2022-05-09T22:51:12.712;106
2022-05-09T22:51:13.662;106
2022-05-09T22:51:14.661;107
2022-05-09T22:51:15.662;108
2022-05-09T22:51:16.664;109
2022-05-09T22:51:17.663;110
2022-05-09T22:51:18.662;111
2022-05-09T22:51:19.664;111
2022-05-09T22:51:20.663;109
2022-05-09T22:51:21.665;108
2022-05-09T22:51:22.662;107
2022-05-09T22:51:23.665;106
2022-05-09T22:51:24.662;107
2022-05-09T22:51:25.664;107
2022-05-09T22:51:26.661;107
2022-05-09T22:51:27.716;109
2022-05-09T22:51:28.662;110
2022-05-09T22:51:29.662;110
2022-05-09T22:51:30.692;110
2022-05-09T22:51:31.663;110
2022-05-09T22:51:32.663;109
2022-05-09T22:51:33.662;109
2022-05-09T22:51:34.664;109
2022-05-09T22:51:35.697;108
2022-05-09T22:51:36.661;108
2022-05-09T22:51:37.689;108
2022-05-09T22:51:38.662;109
2022-05-09T22:51:39.662;109
2022-05-09T22:51:40.662;110
2022-05-09T22:51:41.661;110
2022-05-09T22:51:42.664;109
2022-05-09T22:51:43.716;108
2022-05-09T22:51:44.662;107
2022-05-09T22:51:45.662;106
2022-05-09T22:51:46.664;105
2022-05-09T22:51:47.663;106
2022-05-09T22:51:48.663;107
2022-05-09T22:51:49.666;108
2022-05-09T22:51:50.714;109
2022-05-09T22:51:51.664;109
2022-05-09T22:51:52.663;108
2022-05-09T22:51:53.661;107
2022-05-09T22:51:54.664;107
2022-05-09T22:51:55.662;106
2022-05-09T22:51:56.663;106
2022-05-09T22:51:57.664;107
2022-05-09T22:51:58.665;108
2022-05-09T22:51:59.690;108
2022-05-09T22:52:00.714;109
2022-05-09T22:52:01.664;109
2022-05-09T22:52:02.663;108
2022-05-09T22:52:03.663;109
2022-05-09T22:52:04.661;109
2022-05-09T22:52:05.665;109
2022-05-09T22:52:06.663;110
2022-05-09T22:52:07.704;110
2022-05-09T22:52:08.663;109
2022-05-09T22:52:09.663;109
2022-05-09T22:52:10.684;108
2022-05-09T22:52:11.663;108
2022-05-09T22:52:12.666;107
2022-05-09T22:52:13.663;108
2022-05-09T22:52:14.663;108
2022-05-09T22:52:15.662;109
2022-05-09T22:52:16.714;109
2022-05-09T22:52:17.663;109
2022-05-09T22:52:18.664;109
2022-05-09T22:52:19.663;109
2022-05-09T22:52:20.697;108
2022-05-09T22:52:21.678;108
2022-05-09T22:52:22.663;107
2022-05-09T22:52:23.663;107
2022-05-09T22:52:24.663;107
2022-05-09T22:52:25.663;108
2022-05-09T22:52:26.664;108
2022-05-09T22:52:27.666;108
2022-05-09T22:52:28.664;107
2022-05-09T22:52:29.664;107
2022-05-09T22:52:30.668;107
2022-05-09T22:52:31.664;106
2022-05-09T22:52:32.679;107
2022-05-09T22:52:33.816;107
2022-05-09T22:52:34.663;107
2022-05-09T22:52:35.667;108
2022-05-09T22:52:36.664;108
2022-05-09T22:52:37.662;108
2022-05-09T22:52:38.666;109
2022-05-09T22:52:39.663;108
2022-05-09T22:52:40.663;107
2022-05-09T22:52:41.664;105
2022-05-09T22:52:42.664;105
2022-05-09T22:52:43.713;104
2022-05-09T22:52:44.666;105
2022-05-09T22:52:45.663;106
2022-05-09T22:52:46.663;107
2022-05-09T22:52:47.664;108
2022-05-09T22:52:48.661;109
2022-05-09T22:52:49.664;109
2022-05-09T22:52:50.663;108
2022-05-09T22:52:51.664;107
2022-05-09T22:52:52.664;107
2022-05-09T22:52:53.708;106
2022-05-09T22:52:54.666;106
2022-05-09T22:52:55.664;107
2022-05-09T22:52:56.664;107
2022-05-09T22:52:57.664;108
2022-05-09T22:52:58.665;109
2022-05-09T22:52:59.662;109
2022-05-09T22:53:00.664;108
2022-05-09T22:53:01.664;107
2022-05-09T22:53:02.662;107
2022-05-09T22:53:03.664;107
2022-05-09T22:53:04.663;107
2022-05-09T22:53:05.666;107
2022-05-09T22:53:06.716;108
2022-05-09T22:53:07.666;108
2022-05-09T22:53:08.663;109
2022-05-09T22:53:09.663;109
2022-05-09T22:53:10.662;109
2022-05-09T22:53:11.662;109
2022-05-09T22:53:12.664;109
2022-05-09T22:53:13.664;108
2022-05-09T22:53:14.663;108
2022-05-09T22:53:15.663;108
2022-05-09T22:53:16.664;109
2022-05-09T22:53:17.664;109
2022-05-09T22:53:18.664;110
2022-05-09T22:53:19.664;110
2022-05-09T22:53:20.714;111
2022-05-09T22:53:21.689;111
2022-05-09T22:53:22.664;109
2022-05-09T22:53:23.663;109
2022-05-09T22:53:24.664;109
2022-05-09T22:53:25.662;109
2022-05-09T22:53:26.674;109
2022-05-09T22:53:27.664;109
2022-05-09T22:53:28.662;109
2022-05-09T22:53:29.664;110
2022-05-09T22:53:30.697;110
2022-05-09T22:53:31.663;110
2022-05-09T22:53:32.687;111
2022-05-09T22:53:33.662;113
2022-05-09T22:53:34.662;113
2022-05-09T22:53:35.664;114
2022-05-09T22:53:36.663;114
2022-05-09T22:53:37.664;114
2022-05-09T22:53:38.666;114
2022-05-09T22:53:39.765;115
2022-05-09T22:53:40.664;116
2022-05-09T22:53:41.664;118
2022-05-09T22:53:42.663;120
2022-05-09T22:53:43.666;123
2022-05-09T22:53:44.664;124
2022-05-09T22:53:45.663;126
2022-05-09T22:53:46.663;127
2022-05-09T22:53:47.661;127
2022-05-09T22:53:48.662;126
2022-05-09T22:53:49.663;124
2022-05-09T22:53:50.664;120
2022-05-09T22:53:51.664;116
2022-05-09T22:53:52.664;116
2022-05-09T22:53:53.665;117
2022-05-09T22:53:54.666;118
2022-05-09T22:53:55.664;119
2022-05-09T22:53:56.715;120
2022-05-09T22:53:57.664;121
2022-05-09T22:53:58.663;122
2022-05-09T22:53:59.680;123
2022-05-09T22:54:00.663;125
2022-05-09T22:54:01.664;126
2022-05-09T22:54:02.702;126
2022-05-09T22:54:03.664;126
2022-05-09T22:54:04.662;126
2022-05-09T22:54:05.665;126
2022-05-09T22:54:06.664;126
2022-05-09T22:54:07.667;126
2022-05-09T22:54:08.711;126
2022-05-09T22:54:09.661;126
2022-05-09T22:54:10.674;126
2022-05-09T22:54:11.662;126
2022-05-09T22:54:12.713;126
2022-05-09T22:54:13.664;126
